User_ID,User_Name,Platform,Date,State,Region,Followers,Views,Likes,Shares,Comments,Content_ID,Source,Revenue
2JW2SP1H,Aarav Yadav,Facebook,07-06-2021,Odisha,East,985333,3520507,2932879,256494,115367,ya36pt3ok9,Consultancy,37105.01
E6FM1Q7A,Vivaan Nair,Twitter / X,31-05-2024,Assam,South,824035,3744211,2454852,267236,42224,tb7z5oyoqe,Sponsorship,227774.56
GG84YY3A,Sai Mehta,Twitter / X,26-11-2020,Haryana,North,823472,962946,1740954,491146,148937,6gjg279iuy,Sponsorship,777545.71
JZQ4MQGU,Kavya Chopra,Twitter / X,10-12-2020,Telangana,South,918363,9060710,2928314,361082,423668,r3yf0zgids,Consultancy,122278.55
6IW4T2V7,Riya Nair,Instagram,07-03-2023,Tamil Nadu,South,936302,9917158,2307479,612096,477397,qqqcag3lxh,Collaboration,329116.43
I5P7D8XB,Aditya Das,Twitter / X,24-11-2023,Assam,North,910513,8790497,4206599,348151,63814,wr24nlgg46,Guest Appearance,668478.5
OX4P8T37,Diya Sharma,Facebook,24-07-2023,Madhya Pradesh,Central,281061,4448757,1486775,618321,416490,uvt8mhfco6,Collaboration,29897.93
JX36MOK1,Diya Das,Snapchat,24-05-2024,Gujarat,West,211099,6018012,470794,199496,36426,yyz0v57yil,Sponsorship,300855.28
CZBAXKNQ,Kavya Nair,Facebook,27-03-2023,Andhra Pradesh,South,245996,1317893,1048066,661440,64739,aog7bs94ck,Guest Appearance,786265.92
EM7VVOWM,Riya Patel,Instagram,07-01-2024,Madhya Pradesh,Central,931506,3851181,642686,698112,34086,9fxumg2noy,Guest Appearance,424215.31
CAURSCRS,Aarav Mehta,Facebook,28-08-2024,Maharashtra,West,685253,2301317,3523909,368859,366524,iv9zwkvvet,Sponsorship,245045.07
DXQ0LQDU,Sai Yadav,Facebook,10-10-2024,Meghalaya,West,114388,7842895,1566894,758876,411102,0gr7etv01k,Sponsorship,745237.18
28A4F3QD,Vivaan Verma,Instagram,11-02-2021,Nagaland,South,730794,384710,1596325,374846,221549,z649x8ky7g,Guest Appearance,873021.77
KVR83TRN,Riya Mehta,Facebook,25-06-2024,Maharashtra,West,651853,8526402,1441237,75835,411769,w3hzgq61a3,Patrion,740942.1
LDBRE6ZJ,Aditya Verma,Twitter / X,25-05-2020,Assam,East,46205,4798826,2519753,728852,247618,uxmqiu03v6,Collaboration,754858.76
7CUB3Z7A,Aditya Patel,Twitter / X,22-02-2023,Tripura,West,995599,6488594,2507123,692480,426911,04cizcam43,Collaboration,821827.55
M4D86L81,Sai Nair,Facebook,03-04-2023,Uttar Pradesh,North,550363,8379243,2957105,949199,389201,7jxlrh4sv0,Collaboration,148682.83
TX0RJEHD,Anaya Mehta,Facebook,13-08-2021,Odisha,East,179643,2151392,3253531,948433,472295,bal4afpfg0,Guest Appearance,187013.26
M7J1465R,Diya Chopra,Facebook,31-08-2024,Madhya Pradesh,Central,832045,3072180,2891582,294060,295191,rnrup2lonr,Patrion,427823.41
M6UWXG6I,Diya Sharma,Twitter / X,01-10-2021,Maharashtra,West,290891,6276302,1248287,360385,474049,pwnq2kvvtl,Sponsorship,956939.15
8ROJJRSK,Diya Mehta,Snapchat,04-11-2021,Goa,West,511483,1954216,937025,544759,497754,d1svafps4v,Collaboration,424961.26
3JRJWPWG,Aryan Joshi,YouTube,28-01-2023,Meghalaya,North,526558,9682347,4374657,291228,78611,raybxfzyxo,Collaboration,497792.27
GECH2K3X,Aarav Nair,Snapchat,11-09-2021,Punjab,North,3117,4471275,3058599,721944,234895,vhzsradtlj,Consultancy,39616.09
Z7D2DEY5,Anaya Joshi,Snapchat,28-10-2020,Tamil Nadu,South,503616,3947500,3958884,667998,85648,87ey4to4hu,Consultancy,323525.87
CMC8UMT2,Aarav Yadav,Facebook,04-12-2024,Uttarakhand,North,868293,7962330,2200151,950613,152015,e5cit4rdlu,Consultancy,607624.88
F0E4S13Z,Riya Das,Instagram,06-07-2022,Arunachal Pradesh,West,242533,8222704,2181286,186083,57217,l2a1k74w0q,Sponsorship,543515.98
2VMAV94P,Vivaan Reddy,Facebook,19-02-2021,Tripura,South,509151,4727454,3594545,905297,425550,lnb2liclq7,Sponsorship,676476.23
EEV7ZYDB,Ishaan Patel,Instagram,11-12-2024,Haryana,North,370180,9321585,428740,160989,422082,2haqaledzl,Collaboration,334329.84
QXXO1APL,Aditya Sharma,YouTube,13-01-2020,Sikkim,West,596262,3527095,4941426,334940,164992,d7vinsnvk8,Sponsorship,130894.72
QVNRMAAK,Sai Sharma,Twitter / X,27-07-2023,Rajasthan,West,207488,9867976,3977468,930076,9942,b3ir24o8qw,Sponsorship,640043.33
5S1W9TQ1,Aarav Chopra,Twitter / X,13-07-2020,Punjab,North,761934,1213803,2723069,464259,353142,pocbdmr3au,Consultancy,195824.6
14Q8CKEN,Aryan Nair,Instagram,18-01-2024,Mizoram,South,919527,1387929,3521306,865864,321197,u8asg6bcz0,Sponsorship,652670.99
1ZRXFIOR,Riya Mehta,Facebook,31-12-2022,Madhya Pradesh,Central,308561,1950602,2994248,595501,297837,oz5g06vadp,Collaboration,440144.21
I1ODLT02,Vivaan Nair,YouTube,14-09-2022,Karnataka,South,153255,4582875,1579153,115985,191030,luq682kuus,Sponsorship,237850.21
XVN8FN70,Kavya Patel,Instagram,09-03-2022,Gujarat,West,483784,2741030,3334447,546515,374342,e3ac8w8yle,Collaboration,754547.43
5UFHYPO8,Diya Yadav,Snapchat,01-04-2022,Sikkim,South,990566,9835142,1265180,191787,434715,xwot02ehnu,Patrion,913079.36
S5WJZH9Y,Aryan Verma,Instagram,01-05-2021,Jharkhand,East,245369,9409517,995207,939598,101353,avo8xtorsu,Patrion,171342.89
AX4BAODY,Aryan Patel,YouTube,15-07-2021,Uttar Pradesh,North,41661,8753991,708211,834204,203511,ue57a5w4nc,Consultancy,856529.98
UL0B0Y1C,Vivaan Yadav,Twitter / X,03-03-2023,Gujarat,West,422644,5361034,3031833,359084,253698,usov557emx,Collaboration,414099.26
ESG35L25,Ishaan Das,Twitter / X,29-01-2021,Uttarakhand,North,650657,6456980,2518984,13770,204920,2ya9plx5w5,Consultancy,965711.67
F6B88308,Aarav Joshi,Snapchat,14-07-2022,Punjab,North,971609,2001580,1682113,344193,433944,eeirfu92gg,Collaboration,573091.74
TQ4831X5,Aditya Patel,Twitter / X,22-09-2024,Madhya Pradesh,Central,355381,5463819,1387218,190246,129363,me8xeu19v6,Collaboration,80594.73
L5TJ6WMY,Aryan Das,Facebook,24-08-2020,Manipur,South,550424,3124054,4216775,702977,139586,qhb5323kzr,Sponsorship,783597.68
K9W1ASGL,Ishaan Verma,Twitter / X,11-09-2023,Odisha,East,499082,3887337,78683,710321,222875,my8ib67x3i,Collaboration,248177.55
G44KXUXC,Riya Patel,Snapchat,15-07-2024,Mizoram,East,939170,9620311,430288,828877,143903,hgfmijc725,Guest Appearance,124461.71
J1URG6PI,Kavya Sharma,YouTube,10-10-2021,Telangana,South,522608,369532,1445596,540708,268852,qf2pu40fm2,Collaboration,314432.81
WGAZYR89,Aditya Sharma,Twitter / X,29-05-2022,Bihar,East,622104,205243,4938043,536221,190656,0iltxljqwz,Sponsorship,998153.63
P5FYH28O,Sai Nair,Instagram,02-05-2021,Gujarat,West,743643,2017213,3532789,956812,104135,g8w37ltezt,Patrion,279209.3
Z89LOWFO,Kavya Yadav,YouTube,05-12-2020,Karnataka,South,713929,6249081,759168,522372,267007,jzpyytasdv,Sponsorship,612004.88
ITG8GTZS,Riya Patel,Snapchat,26-03-2020,Karnataka,South,735068,1582855,375924,66365,77356,lhz9vlqtnb,Sponsorship,3130.18
ABE9WIFU,Riya Sharma,Facebook,21-09-2024,Himachal Pradesh,North,722797,3626421,668097,478182,331312,6b4zx8xkn3,Guest Appearance,374744.21
S16KZKSB,Diya Verma,Twitter / X,26-10-2022,Uttarakhand,North,31867,8201801,4698841,379629,497311,7s2ow8ywr9,Guest Appearance,736645.1
O53I34UZ,Riya Chopra,Snapchat,23-04-2020,Punjab,North,847794,4501667,154410,72878,705,p2im7h9m3x,Collaboration,685391.53
KCG6DATJ,Aryan Yadav,Snapchat,14-08-2022,Tamil Nadu,South,860188,2308841,4954302,307553,82992,uqr03j6kkv,Guest Appearance,859664.13
FJW4D3GL,Sai Nair,Snapchat,06-11-2020,Kerala,South,391778,1866871,4880517,180993,53564,44dwsm2hk0,Collaboration,976479.71
PH8UN9WI,Anaya Patel,Instagram,02-12-2022,Haryana,North,901536,5687424,4951683,83910,34998,w2by9tg7c4,Sponsorship,732508.94
2TXAB2RB,Anaya Sharma,Twitter / X,18-03-2021,Goa,West,851098,3480647,3515174,378041,421600,pkdtja3ozn,Patrion,354798.37
AMDSGV4B,Riya Sharma,Snapchat,08-08-2024,Nagaland,Central,836459,7851376,2720172,947841,438898,glxr49x2ph,Sponsorship,626971.26
AQTGAZLZ,Vivaan Sharma,Instagram,02-02-2021,Himachal Pradesh,North,692349,2433603,3991591,732523,229409,mvhf616c9t,Sponsorship,423083.53
4RFTG7AH,Ishaan Reddy,Snapchat,11-08-2020,Haryana,North,829206,8422022,4705290,191562,422119,1zayzbiw98,Patrion,423827.09
XY6FB14T,Kavya Reddy,YouTube,11-07-2021,Goa,West,180740,4787052,1738819,981557,75940,eq0h90oqio,Collaboration,111569.11
U6G896X2,Sai Joshi,Twitter / X,25-11-2022,Gujarat,West,813992,8758264,2123745,697927,360501,sq36s2qm8v,Consultancy,595172.58
D1YGA0ID,Diya Reddy,Snapchat,27-03-2023,Assam,West,900939,5489089,4393257,948003,325143,oo6116jisk,Collaboration,267992.7
VYDR4D7T,Aditya Patel,Instagram,02-03-2023,Rajasthan,West,913607,7961261,2315275,390136,148874,u9hl3rosj1,Sponsorship,272363.4
BVIS9XES,Ishaan Yadav,Snapchat,12-05-2024,Haryana,North,89884,1251705,560245,347483,439852,26vjafem70,Collaboration,379265.06
J0J9MVYT,Aarav Nair,Instagram,12-10-2024,West Bengal,East,235137,1572948,3501283,157703,469202,g34osf1u31,Patrion,130240.94
JWHTTHQD,Riya Nair,Instagram,04-05-2020,Gujarat,West,161179,7627532,204094,240787,33228,krabbnapek,Guest Appearance,828031.95
5PE8I731,Vivaan Yadav,Snapchat,14-12-2022,West Bengal,East,248747,2132554,1864654,682245,331707,hxq8ta8rqd,Guest Appearance,848936.48
YNCIONV2,Aditya Das,YouTube,16-07-2023,Kerala,South,813317,5922828,3983356,560190,45388,dzqyzg2acf,Sponsorship,911313.65
4DYY5GLA,Sai Verma,YouTube,24-01-2021,Chhattisgarh,Central,635474,8191074,4819491,280826,276951,wywdqfwq8t,Guest Appearance,195165.26
5WD2Y2GS,Aditya Patel,Instagram,29-05-2023,Manipur,West,850708,1598926,3764088,130505,109177,ws612zqjfq,Guest Appearance,180447.61
91GVCAZ5,Diya Joshi,YouTube,09-10-2024,Meghalaya,East,210109,9156969,4478686,26012,289763,mwzw8h4wld,Collaboration,89071.26
U14AM6FC,Vivaan Mehta,Facebook,10-05-2024,Maharashtra,West,975062,5606846,3669638,728613,228921,l30s22yv1v,Patrion,402889.23
07GW8HF9,Diya Das,Instagram,21-05-2021,Uttarakhand,North,935018,6376556,3769792,489741,206741,radudbw5ss,Patrion,359674.56
P5E5S5BF,Aryan Sharma,YouTube,15-09-2020,Nagaland,North,283305,5368124,3704589,515217,482931,r7i1gd0ntt,Consultancy,98927.46
73EV880E,Sai Nair,Instagram,05-01-2020,Meghalaya,North,32625,9453717,3089576,421091,465901,970uchsa21,Guest Appearance,631864.89
UYPZEYP9,Aryan Chopra,Twitter / X,28-08-2020,Chhattisgarh,Central,898166,3151385,2856142,342835,26371,qtk4zj17g6,Guest Appearance,587391.92
GZCX152V,Riya Sharma,Facebook,08-07-2023,West Bengal,East,138209,5991557,2524531,954969,146341,o5tp50glxm,Patrion,255780.94
W3YKMV1P,Riya Sharma,YouTube,15-10-2024,Telangana,South,185620,4166009,2487788,351586,100199,gecjsy2wlk,Patrion,494469.86
DQ8T0REQ,Anaya Patel,Facebook,08-10-2023,Tripura,Central,411889,4612085,1249412,941787,381778,hx5qyytzoa,Consultancy,817552.37
PZHZPLIU,Aditya Nair,Facebook,15-10-2023,Maharashtra,West,918545,1259187,2097937,707822,402380,3mmg5opk0p,Collaboration,500474.96
IBGZXJHB,Anaya Yadav,Instagram,09-01-2021,Chhattisgarh,Central,314494,1739569,2776246,420598,165143,wj1bwh0e92,Collaboration,59254.91
NK4B9YGY,Vivaan Verma,YouTube,28-10-2023,Manipur,East,809767,9766248,2598594,646879,84009,n0iu9xbzv5,Guest Appearance,378541.33
WPEEYIG2,Ishaan Mehta,Twitter / X,21-11-2020,Bihar,East,685987,3320510,4402086,442992,432067,udwdu4r799,Collaboration,277885.94
VYWRJM9H,Diya Mehta,YouTube,01-04-2020,Jharkhand,East,128290,3051388,4686615,31645,154941,6ea7k9pxvi,Sponsorship,241707.47
1UAGFY94,Vivaan Nair,Instagram,30-01-2020,Uttarakhand,North,683469,1717268,2256883,31065,473232,nbc2khgqxf,Collaboration,432311.99
WOIHT5DA,Aarav Mehta,Instagram,08-01-2023,Meghalaya,North,897244,397456,2658876,319522,294085,ep9wjs8sbw,Guest Appearance,837.1
PCGE6VIN,Anaya Chopra,Facebook,01-12-2021,West Bengal,East,290450,2832152,4179079,71615,407389,jppx2yjetr,Patrion,444236.46
KHGZHHG2,Kavya Das,YouTube,31-01-2023,Uttarakhand,North,355788,7368934,2610507,997757,406236,95srzw9q7u,Sponsorship,15470.9
VM7T9IEC,Aditya Yadav,Facebook,07-04-2023,Jharkhand,East,887052,6810086,4408206,800396,14690,nlai7q8dqf,Patrion,822576.1
GTS5ZRRI,Kavya Reddy,Snapchat,13-03-2020,Himachal Pradesh,North,287775,5795571,3711209,817668,285488,slbn1w1bmj,Sponsorship,965075.97
MW0AQ6C8,Sai Joshi,Instagram,17-05-2024,Madhya Pradesh,Central,207707,3010179,715695,676346,461511,kwrjvrsm4b,Consultancy,383794.85
ZNMM2SNB,Riya Yadav,Twitter / X,23-06-2022,Jharkhand,East,664102,2007666,2470983,121702,29732,zxwaypkxwc,Consultancy,814174.24
67283CYW,Ishaan Das,Instagram,26-01-2021,Gujarat,West,707364,9939781,4252648,815856,186255,106rt3xa8p,Collaboration,27555.56
GYZOYJM6,Kavya Verma,Facebook,29-01-2023,Nagaland,East,191462,7229287,613097,282089,133312,bltcqrw8vf,Consultancy,180517.92
SZGBK5NM,Diya Joshi,Facebook,20-10-2021,Rajasthan,West,262377,6948633,1900416,37390,203684,rwtgx7yj39,Guest Appearance,690945.87
NRDTWARP,Sai Joshi,Instagram,09-07-2021,Tamil Nadu,South,623814,2190993,2289025,778397,405457,siuhjbs6k6,Consultancy,765956.51
I3KJSGS1,Aarav Chopra,YouTube,25-04-2022,Tamil Nadu,South,34133,2583607,1087842,154750,356573,rcs39es1le,Sponsorship,723863.49
OL14GI6T,Aryan Mehta,Twitter / X,30-10-2023,Haryana,North,344858,6540329,988667,930787,294625,tm9l9m9ftu,Consultancy,87171.59
E1KTZCGY,Riya Nair,Twitter / X,31-01-2021,Uttarakhand,North,539689,1338461,2819537,384525,418008,372gpl9j0m,Sponsorship,138347.12
M83KP93K,Sai Patel,Instagram,19-01-2022,Karnataka,South,350171,617279,851958,757428,125392,26tdoww505,Sponsorship,843114.23
BQSN5M6S,Aarav Patel,Instagram,15-08-2020,Arunachal Pradesh,Central,699008,3170048,1666232,564066,489674,gh1w3s8j38,Guest Appearance,827497.68
KFKGENUS,Vivaan Sharma,Facebook,28-03-2024,Maharashtra,West,595422,17657,911352,370730,303613,xu2obone0k,Consultancy,108318.38
I34OV4D9,Aryan Verma,Facebook,06-09-2024,Uttarakhand,North,715403,4821374,2585232,598469,452914,flz6y9ljwl,Guest Appearance,447619.47
G0AT22NE,Diya Verma,Snapchat,07-12-2023,Rajasthan,West,892258,6278579,3411708,18574,138261,n12vo0c182,Collaboration,222213.54
OCWITEKY,Diya Verma,Instagram,13-01-2020,Jharkhand,East,701871,1800800,4787677,644597,159404,sj42119fuc,Consultancy,374200.9
62G7GWYZ,Kavya Sharma,Instagram,16-10-2023,Gujarat,West,163634,1066721,1916939,630809,392926,6q330chjog,Collaboration,794266.41
4D5IJIR0,Aryan Patel,Snapchat,04-04-2021,Himachal Pradesh,North,903013,3068450,2507076,669935,320162,2ngb6c7jc0,Collaboration,18779.56
B44RLQYD,Anaya Mehta,Instagram,26-06-2022,Gujarat,West,391729,1299841,4149964,546551,256793,vbdoczjjbr,Collaboration,655361.57
OFFC5HMH,Aryan Patel,Twitter / X,26-06-2020,Telangana,South,556020,1747116,1599258,964271,202140,w80b3yqy29,Consultancy,519707.92
4Q4VVG5H,Ishaan Joshi,YouTube,27-07-2024,Arunachal Pradesh,North,848949,775123,2154811,411799,444402,8yfaigovn9,Collaboration,360145.4
YO8ZQU4E,Kavya Chopra,Facebook,28-03-2023,Andhra Pradesh,South,500940,2023242,3375139,534335,277684,zgbwak7jp5,Patrion,405651.05
O938ZBO2,Sai Joshi,YouTube,23-05-2023,Jharkhand,East,581167,356446,4115960,325598,229222,w1q5dl6v63,Consultancy,125615.47
87MJLB3F,Vivaan Mehta,Instagram,23-07-2022,Manipur,South,979948,8686037,2883565,768916,353812,mc3i0xthfr,Collaboration,63162.41
WQURZZPV,Ishaan Nair,Instagram,12-10-2024,Uttarakhand,North,431700,5581328,2186297,60983,266261,q0b0theq48,Sponsorship,915563.44
Q3CUWTUZ,Kavya Das,Snapchat,18-07-2024,Himachal Pradesh,North,969529,9706151,3411362,512503,185459,o7lldmkqzu,Guest Appearance,807114.14
AGCOO4EG,Riya Verma,Snapchat,25-12-2021,West Bengal,East,635335,5496918,1938420,57206,465741,r043fobrxn,Patrion,676529.39
XEGCPLAV,Aarav Nair,Facebook,22-03-2023,Punjab,North,725020,8777330,1102573,758616,163025,qdfkt6e6ub,Guest Appearance,776755.99
NZJG2TD8,Aryan Verma,Snapchat,23-02-2023,Chhattisgarh,Central,431505,5533021,4249951,479324,103458,zudxwtfz4m,Guest Appearance,433387.25
SMJOZ6N2,Kavya Chopra,Instagram,19-11-2021,Goa,West,16659,8845839,3303076,164722,229287,7lbk00f0lj,Sponsorship,225002.93
UF2YHIDW,Vivaan Sharma,Instagram,22-06-2020,Arunachal Pradesh,North,562876,7208842,171972,214673,116820,dlj43t69xy,Consultancy,255518.45
JRQDPJON,Ishaan Sharma,YouTube,12-02-2020,Rajasthan,West,52585,9499022,750306,749414,322476,irmxw1zyiv,Patrion,410285.01
ZKYXADXG,Kavya Chopra,Snapchat,17-07-2023,Goa,West,502527,3062844,3325385,717886,118914,qc9uuvg4h8,Consultancy,664266.34
8KAQQ2R1,Vivaan Joshi,Instagram,06-10-2024,Bihar,East,407002,897368,3122294,520666,222172,xlka1fszxs,Patrion,363471.62
ODHJAQC7,Anaya Joshi,Snapchat,08-06-2022,Odisha,East,36287,8891663,1947448,491233,20835,j7bcnd865t,Collaboration,832793.01
UUO502EP,Ishaan Reddy,Facebook,14-04-2020,Mizoram,North,403771,1479781,576688,821304,383418,v3w0l0kn5r,Collaboration,98579.85
05CADUYI,Ishaan Yadav,YouTube,27-08-2021,Madhya Pradesh,Central,840349,7834691,3820625,231869,495329,6uxac8gsdf,Guest Appearance,523415.58
1QQ1B4DG,Sai Yadav,Facebook,08-02-2023,Sikkim,North,223059,9445127,4512294,281248,391588,0kvuigth8q,Collaboration,818753.93
1TPY7A0Q,Ishaan Verma,Instagram,03-11-2022,Uttar Pradesh,North,553316,4062497,1214227,659537,150596,hvutslkpqi,Collaboration,606222.02
TRXWZL2Z,Riya Nair,Facebook,29-04-2022,Karnataka,South,135698,4276177,4384023,34915,15458,dor83n1q8k,Consultancy,627027.94
ZLG0M1X7,Diya Patel,Snapchat,07-09-2024,Sikkim,South,224738,8106978,1203087,302301,406667,35uekax6h1,Patrion,68842.41
TQGYGHF0,Ishaan Patel,YouTube,21-09-2020,Kerala,South,417020,5980228,138961,938278,307651,z1mwlc6xr4,Sponsorship,122101.67
JK1U6WZG,Vivaan Sharma,YouTube,14-07-2024,Punjab,North,342264,7236286,1223075,254114,410242,dbjm1y9npi,Sponsorship,467504.3
95WWTY3M,Diya Das,Facebook,13-10-2024,Manipur,South,938859,2958088,1120619,409364,370836,0rw65y74xm,Sponsorship,244977.92
8X843OR6,Aditya Nair,Twitter / X,18-02-2023,Manipur,East,967844,1490612,4923836,995773,77919,tag309a04g,Consultancy,977333.26
8LYVOVLJ,Vivaan Yadav,Facebook,20-04-2021,West Bengal,East,957983,4414374,2090978,131202,65485,rrfwl0mnrt,Patrion,549838.64
HZCJLZHI,Kavya Chopra,Snapchat,30-05-2023,Andhra Pradesh,South,597018,6596689,1609706,210323,392886,yklg20rf0a,Consultancy,483085.83
ISE1JCNF,Vivaan Yadav,Instagram,07-03-2022,Haryana,North,98751,3285575,2103519,319694,348603,qwd8bk9q3m,Consultancy,286048.25
374853XC,Vivaan Chopra,Twitter / X,15-01-2024,Telangana,South,674034,299879,865385,158972,96228,lkdocyxnvq,Patrion,757672.94
30PJL5VR,Vivaan Sharma,Snapchat,14-12-2021,Arunachal Pradesh,South,798880,5836001,42023,459412,320303,pwnqb9whpk,Collaboration,258512.91
N9GZTNB4,Anaya Das,Facebook,03-01-2022,Odisha,East,180000,3253230,2448475,295827,230010,q4khqnng1w,Collaboration,899491.69
VDW5K3ZJ,Anaya Mehta,Twitter / X,15-05-2024,Maharashtra,West,494765,6169638,2757086,601659,8749,fjuglxdsaw,Guest Appearance,924116.11
18VCWOR3,Riya Reddy,Instagram,14-11-2024,Uttar Pradesh,North,322722,5775470,3774778,202334,348331,msum8i73p4,Collaboration,341274.68
KYZU4KNL,Aarav Reddy,Instagram,16-03-2022,Rajasthan,West,440251,9438517,3181389,94517,260669,dixrqrkg1j,Collaboration,849120.94
QJ4IZ8SO,Aryan Das,Facebook,09-06-2020,Kerala,South,619868,1048183,4952883,726297,35896,ji6tg67vwb,Guest Appearance,699319.47
BODLRMB2,Riya Verma,Instagram,01-12-2022,Maharashtra,West,849454,223671,1852199,735448,174740,533hddg4zy,Guest Appearance,147652.65
LQ40548A,Anaya Joshi,YouTube,11-05-2024,West Bengal,East,482676,8577770,4866361,867786,262950,q5mf5zwilk,Patrion,598587.03
OLN0IWOI,Vivaan Das,YouTube,21-09-2023,Assam,South,977471,7542433,2945360,382106,97795,b9uhlndag2,Collaboration,373107.48
UFXRMSEC,Ishaan Yadav,Instagram,27-12-2024,Rajasthan,West,789542,7273098,4530754,910945,261811,bba1805f08,Collaboration,863262.52
QBWVABJO,Ishaan Joshi,Facebook,16-09-2020,Karnataka,South,244336,2222094,3344942,4468,470145,5ussc0kxin,Collaboration,159343.63
JVVTKHL2,Sai Patel,Facebook,06-01-2020,Himachal Pradesh,North,641434,5027708,1607564,810616,46803,soodj70j4d,Collaboration,306344.37
V70N9OMU,Ishaan Reddy,YouTube,16-07-2022,Rajasthan,West,762845,5559553,3820568,444169,91756,qtois4e16m,Guest Appearance,938914.65
O6FXG3UQ,Riya Yadav,Twitter / X,14-10-2020,Uttar Pradesh,North,598652,9089352,3763567,749822,170950,h5goh2m9bm,Sponsorship,940196.54
SXND875F,Sai Joshi,Snapchat,21-09-2020,Meghalaya,East,597073,9899407,673412,530345,56103,huabgnqjx4,Consultancy,222826.39
3WIAW2LN,Diya Yadav,YouTube,09-08-2021,Uttar Pradesh,North,189160,115706,4137714,518438,330847,t9na7su6i2,Sponsorship,623037.44
T1M4XKH7,Sai Reddy,YouTube,20-09-2023,Haryana,North,809936,272408,4046983,173006,362740,084cvno5q5,Consultancy,880353.78
6KZPDY81,Diya Das,Instagram,01-04-2021,Himachal Pradesh,North,1082,597343,1211745,176721,375764,4kp6n0qohp,Collaboration,268321.77
ZK8WJPJZ,Kavya Yadav,Instagram,08-10-2021,Kerala,South,609552,7181279,379088,992889,206070,mjxjbshs2u,Collaboration,433205.46
W52CFFPT,Diya Reddy,Facebook,27-05-2023,Odisha,East,739906,886682,1999105,568867,206786,xdmb1nemll,Collaboration,385388.16
W5CVRUBI,Kavya Yadav,Snapchat,15-07-2024,Goa,West,43609,723381,148005,772643,441626,wudvlx11ao,Consultancy,651202.79
H11BG1G7,Sai Joshi,Facebook,30-04-2023,Andhra Pradesh,South,200604,4583264,3672552,897553,393291,vdu0o0cxfl,Guest Appearance,653264.52
9I1CKOO8,Kavya Reddy,Facebook,08-05-2021,Mizoram,West,15417,7196542,689812,379003,126922,0z650so06o,Guest Appearance,901885.27
XUT3X5ME,Sai Mehta,Instagram,20-01-2024,Karnataka,South,616405,3429420,3246926,251694,179501,ju6utixxa4,Guest Appearance,922267.07
U77JL2CK,Anaya Joshi,YouTube,17-11-2022,Tripura,South,599318,4698816,650973,102742,101865,ff23hmtxp4,Sponsorship,934630.25
MV4FRZVE,Aditya Nair,Snapchat,28-10-2021,Rajasthan,West,768813,1335417,1835802,263383,136614,csirbi5e2h,Guest Appearance,542868.78
MUIVI6MD,Kavya Reddy,Snapchat,22-12-2022,Sikkim,Central,859081,6605287,2279315,169704,52185,p20ks2x0ha,Collaboration,630158.59
34UHRNCE,Ishaan Yadav,Facebook,11-02-2020,Odisha,East,755312,161091,1169614,812349,313730,qy9t13n6xc,Guest Appearance,346040.53
RSMHSUBN,Kavya Das,Facebook,12-03-2020,Bihar,East,259454,4113958,3377127,935267,409579,gfsvs1spkj,Sponsorship,404488.66
D7PGSRMW,Aditya Sharma,Snapchat,26-03-2021,Meghalaya,East,640484,9998903,248303,314207,238963,xzn0m18xbr,Collaboration,931743.56
KVOL8FGZ,Vivaan Das,Snapchat,19-04-2024,Assam,Central,242157,7395887,200959,861698,184124,du25gccfs9,Collaboration,771501.6
3R3BDWQY,Ishaan Yadav,Facebook,10-09-2021,Tripura,South,840540,4255882,2235782,72093,472525,fhf34psjy9,Sponsorship,73470.06
X1T0ETZQ,Diya Mehta,Twitter / X,01-02-2022,Punjab,North,635317,1633648,2922800,482710,322646,wrsqnxer7o,Patrion,312630.08
W4URKK82,Anaya Joshi,YouTube,13-09-2023,Arunachal Pradesh,Central,337732,2024639,3138625,499677,373175,dovw8mnzqn,Patrion,925667.45
PRWG5L23,Aarav Joshi,Instagram,11-02-2024,Himachal Pradesh,North,845445,1699156,4342372,589017,83906,xq7a1gdfg3,Guest Appearance,929292.56
PTB4DNES,Kavya Patel,YouTube,23-02-2020,Punjab,North,859694,5274713,919346,611944,437698,x0ac7uzdnr,Sponsorship,242863.69
WS2U6HHG,Vivaan Sharma,Snapchat,13-05-2024,Maharashtra,West,276351,7445317,4190927,290861,262412,qld3aregz5,Collaboration,575540.16
U69EEHKT,Diya Mehta,Facebook,06-12-2024,Madhya Pradesh,Central,266538,6971122,1616927,200514,62020,bi7i5in2sq,Collaboration,989064.33
4TABQ6S9,Aarav Joshi,YouTube,22-10-2023,Odisha,East,260593,3612817,3825586,982102,201700,acl8dpe5u6,Collaboration,436919.53
Y5FCJ0Z0,Aarav Nair,Facebook,11-07-2020,Mizoram,Central,888717,8481504,416393,38609,357891,i3nlq9ffg3,Patrion,455257.45
2SSXO8E7,Riya Yadav,Snapchat,27-03-2021,Andhra Pradesh,South,785449,3192866,3004975,452716,98388,y2gwjshkia,Consultancy,107362.56
8QFQDTTR,Diya Reddy,Instagram,28-09-2024,Madhya Pradesh,Central,387097,4735952,557685,218756,315499,1lhazapimx,Sponsorship,213598.16
0LB2TZTX,Vivaan Verma,YouTube,09-06-2024,Telangana,South,862442,2046583,1357984,708360,21092,4dxuk2h61r,Patrion,198896.82
MDEWKMWR,Aarav Mehta,Twitter / X,04-06-2021,Andhra Pradesh,South,277781,9730179,2238877,689799,443784,wgg333c0jg,Patrion,490708.95
